-2.450000000000000000e+01 -3.343454360961914062e+00
-2.350000000000000000e+01 -2.915493965148925781e+00
-2.250000000000000000e+01 -2.505364894866943359e+00
-2.150000000000000000e+01 -2.113067388534545898e+00
-2.050000000000000000e+01 -1.738601446151733398e+00
-1.950000000000000000e+01 -1.381966829299926758e+00
-1.850000000000000000e+01 -1.043163418769836426e+00
-1.750000000000000000e+01 -7.221922874450683594e-01
-1.650000000000000000e+01 -4.190517067909240723e-01
-1.550000000000000000e+01 -1.337434351444244385e-01
-1.450000000000000000e+01 1.337339282035827637e-01
-1.350000000000000000e+01 3.833792209625244141e-01
-1.250000000000000000e+01 6.151932477951049805e-01
-1.150000000000000000e+01 8.291753530502319336e-01
-1.050000000000000000e+01 1.025326013565063477e+00
-9.500000000000000000e+00 1.203644752502441406e+00
-8.500000000000000000e+00 1.364131927490234375e+00
-7.500000000000000000e+00 1.506787061691284180e+00
-6.500000000000000000e+00 1.631610512733459473e+00
-5.500000000000000000e+00 1.738601565361022949e+00
-4.500000000000000000e+00 1.827761530876159668e+00
-3.500000000000000000e+00 1.899088859558105469e+00
-2.500000000000000000e+00 1.952584624290466309e+00
-1.500000000000000000e+00 1.988248586654663086e+00
-5.000000000000000000e-01 2.006080150604248047e+00
5.000000000000000000e-01 2.006080389022827148e+00
1.500000000000000000e+00 1.988248229026794434e+00
2.500000000000000000e+00 1.952584743499755859e+00
3.500000000000000000e+00 1.899088740348815918e+00
4.500000000000000000e+00 1.827761411666870117e+00
5.500000000000000000e+00 1.738601922988891602e+00
6.500000000000000000e+00 1.631610393524169922e+00
7.500000000000000000e+00 1.506786704063415527e+00
8.500000000000000000e+00 1.364131927490234375e+00
9.500000000000000000e+00 1.203644752502441406e+00
1.050000000000000000e+01 1.025326132774353027e+00
1.150000000000000000e+01 8.291754126548767090e-01
1.250000000000000000e+01 6.151932477951049805e-01
1.350000000000000000e+01 3.833793699741363525e-01
1.450000000000000000e+01 1.337338984012603760e-01
1.550000000000000000e+01 -1.337431073188781738e-01
1.650000000000000000e+01 -4.190516769886016846e-01
1.750000000000000000e+01 -7.221918702125549316e-01
1.850000000000000000e+01 -1.043163537979125977e+00
1.950000000000000000e+01 -1.381966710090637207e+00
2.050000000000000000e+01 -1.738601088523864746e+00
2.150000000000000000e+01 -2.113067626953125000e+00
2.250000000000000000e+01 -2.505364894866943359e+00
2.350000000000000000e+01 -2.915494203567504883e+00
2.450000000000000000e+01 -3.343454599380493164e+00
